"Costa Rica",51,84,0.61,0.61,117,0.61
Malta,48,79,0.61,0.61,118,0.61
Nicaragua,50,83,0.60,0.60,119,0.6
Malaysia,47,79,0.59,0.59,120,0.59
Mexico,48,83,0.58,0.58,121,0.58
Guatemala,51,90,0.57,0.57,122,0.57
Guyana,45,83,0.54,0.54,123,0.54
Qatar,52,96,0.54,0.54,124,0.54
Kuwait,45,85,0.53,0.53,125,0.53
Fiji,39,74,0.53,0.53,126,0.53
Honduras,45,85,0.53,0.53,127,0.53
"United Arab Emirates",47,92,0.51,0.51,128,0.51
"Sri Lanka",39,81,0.48,0.48,129,0.48
Bahrain,41,88,0.46,0.46,130,0.46
Turkey,32,76,0.43,0.43,131,0.43
Mauritania,29,80,0.37,0.37,132,0.37
Tunisia,27,76,0.36,0.36,133,0.36
Oman,31,85,0.36,0.36,134,0.36
Yemen,26,74,0.36,0.36,135,0.36
India,29,83,0.35,0.35,136,0.35
Morocco,27,79,0.34,0.34,137,0.34
Lebanon,26,76,0.34,0.34,138,0.34
Egypt,26,79,0.33,0.33,139,0.33
Pakistan,26,86,0.30,0.30,140,0.3
"Saudi Arabia",21,80,0.27,0.27,141,0.27
Jordan,16,70,0.24,0.24,142,0.24
"Iran, Islamic Rep.",18,77,0.23,0.23,143,0.23
Algeria,16,76,0.21,0.21,144,0.21
Syria,14,76,0.19,0.19,145,0.19
